City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Corinto,GR,37.94,22.96,84.99,29,0,1.01,clear sky
361,Barraute,CA,48.43,-77.63,57.99,71,75,11.41,broken clouds
362,Gilgit,PK,35.92,74.31,81.23,28,37,4.56,scattered clouds
363,Samaipata,BO,-18.15,-63.87,74.82,35,43,9.35,scattered clouds
364,Masalli,KR,34.8,126.66,78.8,100,62,2.24,broken clouds
365,Maine-Soroa,NE,13.21,12.02,91.11,42,39,6.06,scattered clouds
366,Kushmurun,KZ,52.45,64.63,73.85,36,46,8.1,scattered clouds
367,Den Helder,NL,52.96,4.76,62.01,67,90,14.99,overcast clouds
368,Norrtalje,SE,59.76,18.7,60.01,84,83,4.63,moderate rain
369,Macamic,CA,48.75,-79.0,55.4,71,75,10.29,broken clouds
370,Ostroleka,PL,53.09,21.58,64.0,93,75,4.7,broken clouds
371,Bjornevatn,NO,69.67,29.98,51.8,87,75,12.75,broken clouds
372,Arlit,NE,18.74,7.39,91.96,42,98,7.85,overcast clouds
373,Gornoye Loo,RU,43.71,39.6,77.0,83,0,8.95,clear sky
374,Ostrovnoy,RU,68.05,39.51,45.68,86,73,8.3,broken clouds
375,Kindu,CD,-2.95,25.95,74.25,91,76,2.44,light rain
376,Portmore,JM,17.97,-76.87,89.6,75,20,10.29,few clouds
377,Ayorou,NE,14.73,0.92,91.35,46,84,10.07,broken clouds
378,Golkoy,TR,40.69,37.62,77.0,88,75,4.7,broken clouds
379,Yurga,RU,55.72,84.89,55.99,90,50,2.08,scattered clouds
380,Rio Grande,BR,-32.03,-52.1,51.8,71,90,11.41,overcast clouds
381,Ifakara,TZ,-8.13,36.68,78.13,40,0,3.8,clear sky
382,Thinadhoo,MV,0.53,72.93,82.74,74,5,12.5,light rain
383,Oistins,BB,13.07,-59.53,87.8,74,40,16.11,scattered clouds
384,Novoagansk,RU,61.94,76.66,59.29,90,100,4.54,overcast clouds
385,Pitimbu,BR,-7.47,-34.81,84.2,58,20,14.99,few clouds
386,Salta,AR,-24.79,-65.41,51.8,93,90,3.36,drizzle
387,Honningsvag,NO,70.98,25.97,50.0,61,40,11.41,scattered clouds
388,Qatana,SY,33.44,36.08,91.4,15,6,6.93,clear sky
389,Garowe,SO,8.41,48.48,87.46,39,82,17.05,broken clouds
390,Matay,EG,28.42,30.78,94.41,22,0,9.01,clear sky
391,Horta,PT,38.53,-28.63,80.6,83,40,11.41,scattered clouds
392,Easton,US,40.69,-75.22,75.99,56,75,13.87,broken clouds
393,Talaja,IN,21.35,72.05,77.34,90,100,11.54,overcast clouds
394,Hangu,CN,39.25,117.79,75.2,88,0,2.24,clear sky
395,Berlevag,NO,70.86,29.09,46.4,87,75,6.93,light intensity drizzle
396,Malyye Derbety,RU,47.95,44.68,75.16,36,0,8.63,clear sky
397,Angoche,MZ,-16.23,39.91,76.15,71,0,16.58,clear sky
398,Tutoia,BR,-2.76,-42.27,87.82,53,0,18.01,clear sky
399,Gobabis,NA,-22.45,18.97,55.33,34,0,10.2,clear sky
400,Matara,LK,5.95,80.54,80.4,82,86,10.76,overcast clouds
401,Golyshmanovo,RU,56.4,68.37,68.52,69,71,7.25,broken clouds
402,Talnakh,RU,69.49,88.4,48.2,100,90,13.42,fog
403,Muros,ES,42.78,-9.06,70.0,56,0,8.99,clear sky
404,Isabela,PH,6.71,121.97,78.91,81,76,2.42,broken clouds
405,Trinidad,BO,-14.83,-64.9,91.4,52,55,9.17,smoke
406,Jaca,ES,42.57,-0.55,69.01,85,55,7.45,broken clouds
407,Adrar,MR,20.5,-10.07,101.32,8,36,13.18,scattered clouds
408,Mayor Pablo Lagerenza,PY,-19.93,-60.77,87.91,38,17,12.62,few clouds
409,Burhanpur,IN,21.3,76.23,75.13,90,4,6.87,clear sky
410,Farafangana,MG,-22.82,47.83,70.16,85,3,10.27,clear sky
411,La Palma,US,33.85,-118.05,71.01,72,90,5.55,overcast clouds
412,Verkhnyaya Inta,RU,65.98,60.31,51.13,81,100,11.7,light rain
413,Dunmore East,IE,52.15,-6.99,60.01,62,20,8.05,few clouds
414,Lupiro,TZ,-8.38,36.67,77.83,41,0,3.02,clear sky
415,Najran,SA,17.49,44.13,91.4,16,20,6.93,few clouds
416,Ankpa,NG,7.37,7.63,78.01,87,86,3.96,moderate rain
417,Rock Sound,BS,24.9,-76.2,83.77,66,59,5.61,broken clouds
418,San Felipe,VE,10.34,-68.74,85.53,61,90,5.01,light rain
419,Laguna,US,38.42,-121.42,70.0,68,1,5.03,haze
420,Svetlyy,RU,54.67,20.13,66.2,77,20,6.71,few clouds
421,Fonte Boa,BR,-2.5,-66.27,90.09,52,86,4.25,overcast clouds
422,Mahibadhoo,MV,3.78,72.97,83.79,62,24,3.27,few clouds
423,Uruguaiana,BR,-29.75,-57.09,59.0,62,90,17.22,overcast clouds
424,Obo,CF,5.4,26.49,71.83,93,89,2.35,moderate rain
425,Awjilah,LY,29.11,21.29,94.62,16,0,10.6,clear sky
426,Micomeseng,GQ,2.15,10.62,71.74,95,98,4.07,overcast clouds
427,Dudinka,RU,69.41,86.18,48.2,100,90,13.42,fog
428,Biograd Na Moru,HR,43.94,15.45,81.0,83,40,16.11,light rain
429,Sulmona,IT,42.05,13.93,84.0,65,66,3.36,light rain
430,Carballo,ES,43.21,-8.69,66.2,52,20,9.17,few clouds
431,Omboue,GA,-1.57,9.26,75.85,81,70,10.78,broken clouds
432,Osakarovka,KZ,50.56,72.57,65.82,49,23,5.59,few clouds
433,Muisne,EC,0.6,-80.03,84.2,79,40,6.93,scattered clouds
434,Guarapari,BR,-20.67,-40.5,81.0,81,1,7.0,clear sky
435,Bilma,NE,18.69,12.92,96.46,32,2,10.11,clear sky
436,Doha,QA,25.29,51.53,100.4,63,0,4.7,clear sky
437,Manicore,BR,-5.81,-61.3,102.18,28,35,3.58,scattered clouds
438,Ajdabiya,LY,30.76,20.23,85.66,45,0,14.94,clear sky
439,Korla,CN,41.76,86.15,71.01,64,7,2.1,clear sky
440,Largo,US,27.91,-82.79,90.0,74,40,9.17,scattered clouds
441,Pisco,PE,-13.7,-76.22,62.6,82,90,6.93,overcast clouds
442,Salumbar,IN,24.13,74.05,74.8,94,100,10.27,overcast clouds
443,Liptovsky Hradok,SK,49.04,19.72,78.01,57,20,6.93,few clouds
444,Loanda,AO,-8.84,13.23,71.6,83,20,11.41,few clouds
445,Kasane,BW,-17.82,25.15,62.6,48,100,10.29,overcast clouds
446,Le Port,RE,-20.94,55.29,71.6,68,40,20.8,scattered clouds
447,Morondava,MG,-20.28,44.28,75.65,85,0,12.15,clear sky
448,Cockburn Town,TC,21.46,-71.14,86.0,66,40,11.41,scattered clouds
449,Bangui,CF,4.36,18.55,82.4,74,40,4.7,scattered clouds
450,Senaki,GE,42.27,42.07,75.2,83,0,5.82,clear sky
451,Coremas,BR,-7.01,-37.95,99.01,19,27,13.96,scattered clouds
452,Ebolowa,CM,2.9,11.15,72.18,92,84,3.38,light rain
453,Ewing,US,40.27,-74.8,77.0,53,75,11.41,broken clouds
454,Ndioum,SN,16.51,-14.65,98.6,47,45,2.24,scattered clouds
455,Hamilton,US,39.18,-84.53,79.0,47,1,5.5,clear sky
456,Qaqortoq,GL,60.72,-46.03,57.2,50,100,2.24,overcast clouds
457,Hadejia,NG,12.45,10.04,80.98,68,89,6.58,overcast clouds
458,Bathsheba,BB,13.22,-59.52,87.8,74,40,16.11,scattered clouds
459,Kursavka,RU,44.46,42.51,77.0,33,0,11.18,clear sky
460,Caraballeda,VE,10.61,-66.85,77.0,73,96,4.0,light rain
461,Nhamunda,BR,-2.19,-56.71,96.96,38,30,3.04,scattered clouds
462,Nova Olinda Do Norte,BR,-3.89,-59.09,93.65,44,26,3.02,scattered clouds
463,Bahia Blanca,AR,-38.72,-62.27,57.97,34,0,17.49,clear sky
464,Nara,JP,34.69,135.8,84.0,50,50,2.68,scattered clouds
465,Nouadhibou,MR,20.93,-17.03,80.6,65,0,20.8,sand
466,Bam,IR,29.11,58.36,80.94,14,0,19.15,clear sky
467,Kutina,HR,45.48,16.78,84.2,45,79,6.93,broken clouds
468,Dabakala,CI,8.37,-4.43,79.48,81,88,6.46,light rain
469,Kaspiysk,RU,42.88,47.64,73.4,60,0,2.24,clear sky
470,Oranjestad,AW,12.52,-70.03,87.8,66,40,10.29,scattered clouds
471,Glace Bay,CA,46.2,-59.96,72.0,88,90,13.87,overcast clouds
472,Olhao,PT,37.03,-7.84,75.2,53,0,10.29,clear sky
473,Carnarvon,AU,-24.87,113.63,64.4,88,0,12.75,clear sky
474,Ust-Tsilma,RU,65.44,52.15,52.66,97,98,3.8,overcast clouds
475,Tabas,IR,33.6,56.92,87.8,16,0,9.17,clear sky
476,Porto Novo,BJ,6.5,2.6,78.73,72,100,12.15,overcast clouds
477,Teguise,ES,29.06,-13.56,78.8,54,20,25.28,few clouds
478,Krasnoselkup,RU,65.7,82.47,50.2,86,100,10.2,overcast clouds
479,Zaria,NG,11.11,7.72,78.1,75,88,4.47,light rain
480,Talara,PE,-4.58,-81.27,66.81,75,83,17.18,broken clouds
481,Kongolo,CD,-5.38,27.0,80.4,62,85,9.31,moderate rain
482,Buchanan,LR,5.88,-10.05,78.8,94,75,11.41,light intensity drizzle
483,Laje,BR,-10.18,-40.97,87.49,27,80,12.55,broken clouds
484,Baneh,IR,36.0,45.89,69.78,38,0,8.14,clear sky
485,Funadhoo,MV,6.15,73.27,83.53,72,36,6.6,scattered clouds
486,Oranjemund,NA,-28.55,16.43,52.88,59,72,22.66,broken clouds
487,Sainte-Marie,RE,-20.9,55.55,71.6,68,40,20.8,scattered clouds
488,Batanovci,BG,42.6,22.95,87.8,29,0,1.12,clear sky
489,Baijiantan,CN,45.63,85.18,76.5,25,0,7.31,clear sky
490,The Valley,AI,18.22,-63.06,87.8,62,40,19.46,haze
491,Aktash,RU,50.3,87.73,36.43,85,0,1.07,clear sky
492,Abu Samrah,SY,35.3,37.18,90.03,15,0,11.61,clear sky
493,Marsh Harbour,BS,26.54,-77.06,86.07,66,97,9.8,overcast clouds
494,Tighina,MD,46.83,29.47,86.0,33,0,9.17,clear sky
495,Atar,MR,20.52,-13.05,101.89,13,0,11.07,clear sky
496,Dosso,NE,13.05,3.19,84.18,64,86,6.96,overcast clouds
497,Kyshtovka,RU,56.55,76.63,59.63,78,4,6.26,light rain
498,Fenoarivo,MG,-18.93,47.44,59.0,82,20,6.93,few clouds
499,Mahon,ES,39.89,4.27,73.4,56,20,11.41,few clouds
500,Falun,SE,60.6,15.63,52.0,93,89,9.17,overcast clouds
501,Coruche,PT,38.96,-8.53,84.99,31,0,1.01,clear sky
502,Neuquen,AR,-38.95,-68.06,53.6,34,0,13.87,clear sky
503,Cornwall,CA,45.02,-74.73,66.99,63,40,12.75,scattered clouds
504,Rafai,CF,4.95,23.92,72.5,91,89,2.37,light rain
505,Pucallpa,PE,-8.38,-74.55,91.4,55,40,6.93,scattered clouds
506,Belfast,GB,54.58,-5.93,61.0,58,100,2.24,light rain
507,Mlowo,TZ,-9.0,32.98,65.95,35,6,5.44,clear sky
508,Rabo De Peixe,PT,37.8,-25.58,77.0,78,40,11.41,scattered clouds
509,Seminole,US,28.71,-81.21,86.0,79,97,4.0,moderate rain
510,Kati,ML,12.74,-8.07,86.0,66,75,6.93,broken clouds
511,Boksitogorsk,RU,59.47,33.85,57.0,91,100,3.4,overcast clouds
512,Zurrieq,MT,35.83,14.47,84.0,83,20,10.29,few clouds
513,Killybegs,IE,54.63,-8.45,59.0,67,59,4.7,broken clouds
514,Bronnoysund,NO,65.46,12.2,51.8,62,20,13.87,few clouds
515,Acarau,BR,-2.89,-40.12,88.59,50,62,22.5,broken clouds
516,Pocao De Pedras,BR,-4.67,-44.85,100.78,24,0,8.5,clear sky
517,Gorom-Gorom,BF,14.44,-0.24,89.55,51,96,8.21,overcast clouds
518,Igdir,TR,39.92,44.05,80.6,36,0,10.29,clear sky
519,Alba,PL,52.03,23.12,77.22,67,3,2.73,clear sky
520,Terme,TR,41.21,36.97,75.2,73,0,5.82,clear sky
521,Bosobolo,CD,4.18,19.9,71.65,91,49,0.6,scattered clouds
522,Burla,IN,21.5,83.87,79.18,79,16,1.21,few clouds
523,Lauro Muller,BR,-28.39,-49.4,66.11,78,93,3.76,overcast clouds
524,Borborema,BR,-21.62,-49.07,94.69,19,0,3.74,clear sky
525,Moyale,KE,3.52,39.06,76.75,46,18,8.16,few clouds
526,Srivardhan,IN,18.03,73.02,79.29,87,100,6.02,moderate rain
527,Lleida,ES,41.62,0.62,77.0,33,0,8.05,clear sky
528,Ipu,BR,-4.32,-40.71,95.52,26,8,12.68,clear sky
529,Alvorada,BR,-12.48,-49.12,101.01,14,0,7.09,clear sky
530,Deer Lake,CA,49.17,-57.43,57.2,87,90,13.87,light rain
531,Dankov,RU,53.25,39.16,78.8,39,0,8.95,clear sky
532,Oriximina,BR,-1.77,-55.87,93.51,43,55,3.58,broken clouds
533,Bonito,BR,-21.12,-56.48,98.94,15,21,6.38,few clouds
534,Ungheni,MD,47.2,27.8,88.0,27,0,6.93,clear sky
535,Conde,BR,-7.26,-34.91,84.2,58,20,14.99,few clouds
536,Barra Patuca,HN,15.8,-84.28,87.15,63,21,9.84,few clouds
537,Inta,RU,66.03,60.17,51.33,82,100,11.12,light rain
538,Chicama,PE,-7.84,-79.15,70.83,58,62,11.39,broken clouds
539,Boa Vista,BR,2.82,-60.67,86.0,58,75,9.17,shower rain
540,Kondinskoye,RU,59.65,67.41,66.29,82,50,8.95,scattered clouds
541,Mindelo,CV,16.89,-24.98,87.8,58,75,17.22,broken clouds
542,Altay,CN,47.87,88.12,56.91,51,0,3.31,clear sky
543,Koungheul,SN,13.98,-14.8,86.49,73,91,10.16,light rain
544,Luanda,AO,-8.84,13.23,71.6,78,20,10.29,few clouds
545,Havoysund,NO,71.0,24.66,50.0,61,40,11.41,scattered clouds
546,Saint-Pierre,RE,-21.34,55.48,69.8,73,3,4.7,clear sky
547,Shache,CN,38.42,77.24,70.47,30,50,9.08,scattered clouds
548,Villamartin,ES,36.86,-5.64,91.4,11,0,6.93,clear sky
549,Navahrudak,BY,53.6,25.83,67.66,94,15,5.08,light rain
550,Nurota,UZ,40.56,65.69,75.2,29,0,6.93,clear sky
551,Kaabong,UG,3.48,34.15,69.89,60,25,4.97,scattered clouds
552,Lodja,CD,-3.48,23.43,75.74,82,96,3.38,moderate rain
553,Lenger,KZ,42.18,69.88,78.8,34,0,4.81,clear sky
554,Hobyo,SO,5.35,48.53,78.26,77,5,25.72,clear sky
555,Caernarfon,GB,53.14,-4.27,59.0,58,87,8.05,overcast clouds
556,Caldas Novas,BR,-17.74,-48.62,99.27,15,47,1.95,scattered clouds
557,Kilindoni,TZ,-7.91,39.67,76.68,74,0,14.16,clear sky
558,Daoukro,CI,7.06,-3.96,82.58,64,80,5.23,broken clouds
559,Iturama,BR,-19.73,-50.2,95.97,16,0,4.05,clear sky
560,Iralaya,HN,15.0,-83.23,89.6,70,40,2.24,scattered clouds
561,Sipovo,BA,44.28,17.08,75.49,49,52,9.1,broken clouds
562,Henties Bay,NA,-22.12,14.28,57.99,74,0,1.99,clear sky
563,Yanam,IN,16.73,82.22,80.6,88,0,3.33,clear sky
564,Tabou,CI,4.42,-7.35,76.46,80,48,12.5,scattered clouds
565,La Asuncion,VE,11.03,-63.86,84.45,69,98,5.08,overcast clouds
566,Umm Lajj,SA,25.02,37.27,88.99,49,0,8.32,clear sky
567,Cambridge,CA,43.36,-80.31,69.01,64,40,9.17,scattered clouds
568,Orapa,BW,-21.28,25.37,71.58,21,21,10.18,few clouds
569,La Libertad,EC,-2.23,-80.9,69.8,83,75,10.29,broken clouds
570,Starkville,US,33.45,-88.82,87.8,70,1,5.82,clear sky
571,Pascagoula,US,30.37,-88.56,78.8,88,90,3.36,heavy intensity rain
572,Paamiut,GL,61.99,-49.67,48.31,72,100,2.59,overcast clouds
573,Wawa,NG,9.9,4.42,79.18,84,99,3.02,light rain
574,Halifax,CA,44.65,-63.57,75.99,90,82,1.99,broken clouds
575,Chake Chake,TZ,-5.25,39.77,74.77,77,0,8.79,clear sky
576,Gat,IL,31.61,34.76,84.99,18,0,1.99,clear sky
577,Sikasso,ML,10.92,-7.0,78.66,87,100,5.97,moderate rain
578,Puno,PE,-15.83,-70.03,59.0,14,1,9.17,clear sky
579,Dzaoudzi,YT,-12.79,45.27,77.0,73,75,5.82,broken clouds
580,Jizan,SA,17.33,42.67,91.4,66,40,6.93,scattered clouds
581,Kargasok,RU,59.06,80.86,54.73,92,27,4.47,scattered clouds
582,Kampene,CD,-3.6,26.67,72.05,91,99,1.68,light rain
583,Tirumullaivasal,IN,11.23,79.83,83.59,77,69,9.08,broken clouds
584,Nsanje,MW,-16.92,35.26,86.41,19,0,3.38,clear sky
585,Gamboma,CG,-1.88,15.86,83.32,60,83,2.51,broken clouds
586,Karaidel,RU,55.83,56.91,60.69,91,55,5.39,broken clouds
587,Vandra,EE,58.65,25.04,57.99,96,81,7.23,broken clouds
588,Santa Cruz,BO,-17.8,-63.17,89.6,46,75,11.41,broken clouds
589,Siguiri,GN,11.67,-9.5,80.65,82,93,4.9,light rain
590,Waddan,LY,29.16,16.14,96.39,11,0,7.9,clear sky
591,Catamarca,AR,-28.47,-65.79,62.01,52,41,5.01,scattered clouds
592,Mezhdurechensk,RU,53.69,88.06,53.69,90,30,2.48,scattered clouds
593,Roald,NO,62.58,6.13,55.4,58,20,9.17,few clouds
594,Jaisinghnagar,IN,23.7,81.38,75.69,84,0,6.38,clear sky
595,Owando,CG,-0.48,15.9,75.49,92,94,2.26,light rain
596,Samana,DO,19.21,-69.34,87.8,70,40,6.93,scattered clouds
597,Chimoio,MZ,-19.12,33.48,82.4,42,0,9.17,smoke
598,Vangaindrano,MG,-23.35,47.6,68.0,89,3,7.09,clear sky
599,Chingirlau,KZ,51.09,54.08,72.77,50,0,13.71,clear sky
600,Severiano Melo,BR,-5.78,-37.96,97.63,23,10,15.35,clear sky
601,Tallahassee,US,30.44,-84.28,82.4,83,75,4.5,broken clouds
602,Tharad,IN,24.4,71.63,78.44,92,100,13.33,moderate rain
603,Palmas Bellas,PA,9.23,-80.09,82.0,78,77,5.99,light rain
604,Biltine,TD,14.53,20.92,83.41,62,78,6.13,broken clouds
605,Kozhva,RU,65.11,57.05,50.45,96,100,9.01,moderate rain
606,La Brea,HN,15.8,-85.97,96.73,33,0,4.85,clear sky
607,Cacoal,BR,-11.44,-61.45,99.99,22,42,3.94,scattered clouds
608,Mandla,IN,22.6,80.38,73.8,94,0,4.72,clear sky
609,Ginda,IN,30.69,78.49,64.65,88,77,1.41,broken clouds
610,Sensuntepeque,SV,13.87,-88.63,89.6,69,1,6.93,clear sky
611,Albany,US,42.6,-73.97,71.01,45,24,12.37,few clouds
612,La Serena,CL,-29.91,-71.25,57.2,67,0,11.41,clear sky
613,Soissons,FR,49.33,3.33,68.0,77,61,3.0,light rain
614,Agaro,ET,7.85,36.65,62.67,85,100,1.9,light rain
615,Presidente Medici,BR,-11.18,-61.9,99.55,24,46,4.23,scattered clouds
616,Diu,IN,20.71,70.98,77.09,93,100,16.69,moderate rain
617,Gualaquiza,EC,-3.4,-78.55,77.04,63,48,3.74,light rain
618,Maniitsoq,GL,65.42,-52.9,49.26,77,78,4.54,broken clouds
619,Camacha,PT,33.08,-16.33,73.4,60,40,18.34,scattered clouds
620,Elizabeth City,US,36.29,-76.25,86.0,48,1,8.05,clear sky
621,Bjerkvik,NO,68.56,17.52,48.2,70,40,12.75,scattered clouds
622,Warah,PK,27.45,67.8,84.34,71,100,17.54,light rain
623,Albanel,CA,48.88,-72.45,50.0,93,90,13.87,light rain
624,Teguldet,RU,57.31,88.17,52.81,96,16,2.06,few clouds
625,Portoferraio,IT,42.81,10.31,77.0,73,75,5.82,broken clouds
626,Mao,ES,39.89,4.27,73.4,56,20,11.41,few clouds
627,Huarmey,PE,-10.07,-78.15,66.7,66,76,11.43,broken clouds
628,Cacapava Do Sul,BR,-30.51,-53.49,46.26,100,99,8.37,overcast clouds
629,Aasiaat,GL,68.71,-52.87,41.83,75,0,10.18,clear sky
630,Safaga,EG,26.73,33.94,95.0,30,0,3.36,clear sky
631,Shetpe,KZ,44.17,52.12,75.16,38,17,11.39,few clouds
632,Orlovka,RU,44.69,44.17,76.64,33,0,8.52,clear sky
633,Esfarayen,IR,37.08,57.51,66.2,48,40,6.93,scattered clouds
634,Ampanihy,MG,-24.7,44.75,75.2,57,45,10.6,scattered clouds
635,Kharp,RU,66.8,65.81,47.41,72,100,8.77,light rain
636,Krasnomayskiy,RU,57.62,34.41,61.29,76,95,4.38,overcast clouds
637,Rio Gallegos,AR,-51.62,-69.22,37.4,69,40,23.04,scattered clouds
638,Atbasar,KZ,51.8,68.33,71.58,40,44,6.6,scattered clouds
639,Pontes E Lacerda,BR,-15.23,-59.34,85.55,41,92,7.31,overcast clouds
640,Santo Tomas,PH,14.11,121.14,80.6,78,100,6.93,moderate rain
641,Imbituba,BR,-28.24,-48.67,71.6,68,20,26.4,few clouds
642,Follonica,IT,42.93,10.76,79.0,48,100,7.85,overcast clouds
643,Letterkenny,IE,54.95,-7.73,59.0,67,20,3.36,few clouds
644,Elat,IL,29.56,34.95,96.8,53,0,11.41,clear sky
645,Kapoeta,SS,4.77,33.59,80.62,55,36,5.41,scattered clouds
646,Obera,AR,-27.49,-55.12,63.88,82,98,6.42,overcast clouds
647,Carutapera,BR,-1.2,-46.02,87.58,58,63,12.12,light rain
648,Bonthe,SL,7.53,-12.51,78.08,82,100,15.86,light rain
649,Aranos,NA,-24.13,19.12,50.38,42,0,9.53,clear sky
650,Vagamo,NO,61.88,9.1,53.17,44,43,5.57,scattered clouds
651,Nizhniy Lomov,RU,53.53,43.68,63.57,63,66,7.85,broken clouds
652,Lebyazhye,RU,55.27,66.49,70.56,65,98,6.53,overcast clouds
653,Timmins,CA,48.47,-81.33,53.6,76,75,8.05,broken clouds
654,Zar,AM,40.26,44.73,80.6,36,0,10.29,clear sky
655,Una,IN,20.82,71.03,76.28,94,100,15.12,light rain
656,Bruggen,DE,51.24,6.18,62.01,93,72,1.01,heavy intensity rain
657,San Rafael,AR,-34.62,-68.33,57.85,34,0,11.07,clear sky
658,Mecca,SA,21.43,39.83,93.11,27,56,7.11,broken clouds
659,Matadi,CD,-5.82,13.45,81.03,58,21,8.57,few clouds
660,Abu Zabad,SD,12.35,29.25,81.28,67,60,7.49,light rain
661,Pout,SN,14.77,-17.06,86.0,74,40,10.29,scattered clouds
662,Satellite Beach,US,28.18,-80.59,89.01,66,75,12.75,light rain
663,Dingle,PH,11.0,122.67,77.5,83,100,5.06,overcast clouds
664,Kamina,CD,-8.74,24.99,77.11,53,53,3.31,broken clouds
665,Ponnani,IN,10.77,75.93,78.8,83,20,5.82,mist
666,Annau,TM,37.89,58.52,71.6,68,90,11.41,thunderstorm with light rain
667,Khorixas,NA,-20.37,14.97,62.96,28,0,14.16,clear sky
668,Shirvan,AZ,39.95,48.9,78.46,47,0,8.79,clear sky
669,Gerede,TR,40.8,32.2,66.4,45,0,2.42,clear sky
670,Kirkwood,US,38.58,-90.41,78.01,50,75,8.05,broken clouds
671,Berbera,SO,10.44,45.01,95.41,41,72,8.3,broken clouds
672,Sohag,EG,26.56,31.69,98.6,22,0,10.29,clear sky
673,Oktyabrskoye,RU,43.06,44.74,66.2,77,20,8.95,few clouds
674,La Paz,BO,-16.5,-68.15,57.2,30,40,5.82,scattered clouds
675,Scalea,IT,39.81,15.8,95.0,28,0,4.0,clear sky
676,Naron,ES,43.52,-8.15,66.2,52,20,9.17,few clouds
