City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,Andenes,69.31,16.12,48.2,66,40,11.41,NO,2020-08-30 08:51:50
305,Kapoeta,4.77,33.59,84.79,49,7,4.92,SS,2020-08-30 08:51:50
306,Boyabat,41.47,34.77,78.8,74,20,18.34,TR,2020-08-30 08:51:50
307,Carbonia,39.17,8.52,82.4,78,40,2.24,IT,2020-08-30 08:51:50
308,Biankouma,7.74,-7.61,70.29,94,100,3.53,CI,2020-08-30 08:51:51
309,Ippy,6.27,21.22,70.2,97,100,1.92,CF,2020-08-30 08:51:51
310,Nioro,13.35,-15.75,78.69,90,48,7.54,GM,2020-08-30 08:51:51
311,Wittlich,49.98,6.88,57.99,87,20,1.79,DE,2020-08-30 08:51:51
312,Najran,17.49,44.13,89.6,29,75,6.93,SA,2020-08-30 08:51:25
313,Blagoyevo,63.37,47.92,56.23,91,100,6.35,RU,2020-08-30 08:51:52
314,Gambela,8.25,34.58,85.71,64,95,0.58,ET,2020-08-30 08:51:52
315,Gilbues,-9.83,-45.34,65.07,76,0,6.13,BR,2020-08-30 08:51:33
316,Bibiani,6.46,-2.32,76.03,75,89,3.49,GH,2020-08-30 08:51:52
317,Acarau,-2.89,-40.12,75.87,81,7,15.79,BR,2020-08-30 08:51:52
318,Yayva,59.33,57.26,69.01,79,32,5.99,RU,2020-08-30 08:51:52
319,Saint-Francois,46.42,3.91,59.0,72,90,13.87,FR,2020-08-30 08:51:53
320,Shihezi,44.3,86.03,84.13,17,0,11.14,CN,2020-08-30 08:51:53
321,Usinsk,65.99,57.53,54.55,75,100,4.21,RU,2020-08-30 08:51:53
322,Mangrol,21.12,70.12,80.35,86,100,14.43,IN,2020-08-30 08:51:53
323,Maine-Soroa,13.21,12.02,84.09,54,100,6.78,NE,2020-08-30 08:51:54
324,Zemio,5.03,25.14,79.32,73,96,5.3,CF,2020-08-30 08:51:54
325,Mungaoli,24.42,78.1,84.56,74,45,17.11,IN,2020-08-30 08:51:54
326,Belyy Yar,53.6,91.39,66.2,59,39,11.18,RU,2020-08-30 08:51:54
327,Sechura,-5.56,-80.82,61.77,84,63,9.86,PE,2020-08-30 08:51:54
328,Povenets,62.85,34.83,56.37,61,100,0.69,RU,2020-08-30 08:51:55
329,Clyde River,70.47,-68.59,39.2,100,75,4.38,CA,2020-08-30 08:51:55
330,Narsipatnam,17.67,82.62,93.2,63,20,10.29,IN,2020-08-30 08:47:05
331,Bossangoa,6.49,17.46,71.19,96,100,2.33,CF,2020-08-30 08:51:55
332,Larreynaga,12.68,-86.57,72.64,91,33,2.21,NI,2020-08-30 08:51:55
333,Kalmunai,7.42,81.82,88.21,60,36,14.54,LK,2020-08-30 08:51:56
334,Pinheiral,-22.51,-44.0,75.2,57,0,10.29,BR,2020-08-30 08:50:09
335,Fuerte Olimpo,-21.04,-57.87,73.42,30,0,4.85,PY,2020-08-30 08:51:56
336,Fort-Shevchenko,44.51,50.26,77.68,55,0,13.56,KZ,2020-08-30 08:51:56
337,Ajdabiya,30.76,20.23,91.35,32,0,4.03,LY,2020-08-30 08:50:30
338,El Alto,-4.27,-81.21,60.91,88,0,10.33,PE,2020-08-30 08:51:57
339,Netivot,31.42,34.59,93.99,54,2,3.0,IL,2020-08-30 08:51:57
340,Macon,39.87,-88.97,60.01,93,1,3.36,US,2020-08-30 08:51:57
341,Arroyo,41.61,-4.8,55.99,58,20,3.36,ES,2020-08-30 08:50:41
342,Jijiga,9.35,42.8,74.93,55,67,13.06,ET,2020-08-30 08:51:58
343,Baft,29.23,56.61,76.59,14,0,12.33,IR,2020-08-30 08:51:58
344,Uyemskiy,64.47,40.85,53.6,100,90,11.18,RU,2020-08-30 08:51:58
345,Crossville,35.95,-85.03,69.01,88,90,1.48,US,2020-08-30 08:50:33
346,Marystown,47.17,-55.15,59.0,100,100,10.85,CA,2020-08-30 08:51:58
347,Tromso,69.65,18.96,46.4,75,75,13.87,NO,2020-08-30 08:51:59
348,Goderich,43.75,-81.72,69.01,69,58,1.01,CA,2020-08-30 08:51:59
349,Bela,25.93,81.98,92.8,53,10,7.78,IN,2020-08-30 08:51:59
350,Mana,5.66,-53.78,76.15,90,9,10.38,GF,2020-08-30 08:51:59
351,Plettenberg Bay,-34.05,23.37,50.47,75,97,11.21,ZA,2020-08-30 08:52:00
352,Perumpavur,10.13,76.48,91.4,55,40,11.41,IN,2020-08-30 08:52:00
353,Halifax,44.65,-63.57,66.99,100,98,1.99,CA,2020-08-30 08:48:58
354,Cayenne,4.93,-52.33,73.4,100,91,1.12,GF,2020-08-30 08:52:00
355,Mormugao,15.4,73.8,82.4,88,75,11.41,IN,2020-08-30 08:52:01
356,Kaithal,29.8,76.38,93.43,54,0,13.67,IN,2020-08-30 08:52:01
357,Tugulym,57.06,64.64,80.6,47,20,6.71,RU,2020-08-30 08:52:01
358,Gurupa,-1.41,-51.64,72.82,97,52,2.93,BR,2020-08-30 08:52:02
359,Puerto Carreno,6.19,-67.49,72.82,95,100,5.97,CO,2020-08-30 08:48:20
360,Souris,49.62,-100.26,64.0,82,20,9.17,CA,2020-08-30 08:52:02
361,Tiszaszentimre,47.48,20.73,91.0,42,0,11.41,HU,2020-08-30 08:52:02
362,Cocachacra,-17.09,-71.76,59.07,81,100,5.32,PE,2020-08-30 08:52:03
363,Arraias,-12.93,-46.94,65.35,49,96,5.73,BR,2020-08-30 08:52:03
364,Puerto Del Rosario,28.5,-13.86,75.2,64,40,20.8,ES,2020-08-30 08:51:40
365,Soweto,-26.27,27.86,55.0,37,30,8.05,ZA,2020-08-30 08:50:52
366,Pisco,-13.7,-76.22,61.0,82,90,4.7,PE,2020-08-30 08:52:03
367,Villaviciosa,43.48,-5.44,63.0,76,4,4.72,ES,2020-08-30 08:52:04
368,Pershotravneve,51.39,28.87,78.22,51,0,9.42,UA,2020-08-30 08:52:04
369,Vila Do Maio,15.13,-23.22,78.8,88,75,2.24,CV,2020-08-30 08:52:04
370,Bud,39.45,-86.18,60.01,100,1,4.07,US,2020-08-30 08:52:04
371,Laukaa,58.74,29.85,64.65,71,100,9.06,RU,2020-08-30 08:52:04
372,Asyut,27.18,31.18,99.61,23,0,12.73,EG,2020-08-30 08:52:05
373,Turukhansk,65.82,87.98,66.79,51,100,5.53,RU,2020-08-30 08:52:05
374,Bengkulu,-3.8,102.27,85.06,68,87,9.19,ID,2020-08-30 08:49:23
375,Nouadhibou,20.93,-17.03,71.6,78,0,14.99,MR,2020-08-30 08:52:05
376,Nara,34.69,135.8,96.01,56,75,12.75,JP,2020-08-30 08:52:05
377,Aksu,41.12,80.26,80.47,28,42,4.85,CN,2020-08-30 08:52:06
378,Lichtenburg,-26.15,26.16,54.23,36,0,9.15,ZA,2020-08-30 08:52:06
379,Abong Mbang,3.98,13.18,73.2,84,100,2.95,CM,2020-08-30 08:52:06
380,Kindu,-2.95,25.95,85.69,55,25,3.89,CD,2020-08-30 08:52:06
381,Guatire,10.48,-66.54,71.01,75,60,2.51,VE,2020-08-30 08:52:06
382,Benguela,-12.58,13.41,73.4,64,40,4.76,AO,2020-08-30 08:52:07
383,Svetlyy,54.67,20.13,70.0,77,100,4.47,RU,2020-08-30 08:52:07
384,Aranjuez,40.03,-3.6,66.0,48,0,6.93,ES,2020-08-30 08:52:07
385,Nova Olimpia,-14.8,-57.29,69.87,31,7,2.13,BR,2020-08-30 08:52:07
386,Gobabis,-22.45,18.97,52.74,41,0,14.2,NA,2020-08-30 08:52:08
387,Honningsvag,70.98,25.97,49.44,80,19,10.6,NO,2020-08-30 08:52:08
388,Erechim,-27.63,-52.27,59.41,97,32,2.46,BR,2020-08-30 08:52:08
389,Nuuk,64.18,-51.72,46.4,81,0,12.75,GL,2020-08-30 08:52:08
390,Boende,-0.22,20.87,82.74,70,100,3.98,CD,2020-08-30 08:52:08
391,Koutiala,12.39,-5.46,75.2,89,100,12.41,ML,2020-08-30 08:52:09
392,Naantali,60.47,22.02,59.0,72,90,5.82,FI,2020-08-30 08:52:09
393,Gazli,40.13,63.45,94.32,12,0,9.66,UZ,2020-08-30 08:52:09
394,San Juan,-31.54,-68.54,44.73,56,40,8.1,AR,2020-08-30 08:48:30
395,Awbari,26.59,12.78,99.07,14,0,15.99,LY,2020-08-30 08:52:09
396,Cabras,39.93,8.53,77.76,68,85,15.88,IT,2020-08-30 08:51:08
397,Sur,22.57,59.53,92.32,47,70,6.64,OM,2020-08-30 08:51:47
398,Saint-Augustin,51.23,-58.65,50.25,71,100,7.7,CA,2020-08-30 08:52:10
399,Jasper,37.2,-94.35,68.0,94,75,5.82,US,2020-08-30 08:51:13
400,Muros,42.78,-9.06,62.01,77,1,1.01,ES,2020-08-30 08:52:10
401,Bonthe,7.53,-12.51,76.53,87,100,11.45,SL,2020-08-30 08:52:11
402,Hudiksvall,61.73,17.1,55.38,82,100,1.43,SE,2020-08-30 08:52:11
403,Japura,-0.32,102.35,84.16,79,90,4.52,ID,2020-08-30 08:52:11
404,Biltine,14.53,20.92,83.12,63,80,6.82,TD,2020-08-30 08:52:11
405,Marawi,8.0,124.29,84.0,81,100,10.0,PH,2020-08-30 08:52:11
406,Gasa,31.5,34.47,93.99,54,1,3.0,PS,2020-08-30 08:52:12
407,Siuna,13.73,-84.78,72.28,95,2,2.71,NI,2020-08-30 08:52:12
408,Bandarbeyla,9.49,50.81,91.6,43,85,25.52,SO,2020-08-30 08:52:12
409,Semey,50.41,80.23,80.6,30,0,11.18,KZ,2020-08-30 08:52:12
410,Tabou,4.42,-7.35,75.87,85,85,10.76,CI,2020-08-30 08:52:12
411,Dailly,46.2,7.03,51.8,100,90,2.24,CH,2020-08-30 08:52:13
412,Bagotville,-28.98,153.42,61.0,72,0,5.82,AU,2020-08-30 08:52:13
413,Bertoua,4.58,13.68,72.82,89,100,3.53,CM,2020-08-30 08:51:13
414,Chimbote,-9.09,-78.58,60.73,85,93,4.65,PE,2020-08-30 08:52:13
415,Samarkand,39.65,66.96,86.0,22,0,13.87,UZ,2020-08-30 08:52:13
416,Cajati,-24.74,-48.12,65.44,73,0,3.13,BR,2020-08-30 08:50:25
417,Coruripe,-10.13,-36.18,73.94,86,35,10.83,BR,2020-08-30 08:52:14
418,Sala Consilina,40.39,15.6,86.0,45,0,4.7,IT,2020-08-30 08:52:14
419,Berettyoujfalu,47.22,21.55,90.0,31,0,17.22,HU,2020-08-30 08:52:14
420,Casa Nova,-9.42,-41.13,70.12,83,60,20.62,BR,2020-08-30 08:52:14
421,Miraflores,19.22,-98.81,64.4,72,75,3.69,MX,2020-08-30 08:52:15
422,Soloneshnoye,51.65,84.32,72.28,39,0,4.43,RU,2020-08-30 08:52:15
423,Butterworth,5.4,100.36,89.6,66,40,8.05,MY,2020-08-30 08:52:15
424,Kailaras,26.32,77.62,82.4,94,75,5.82,IN,2020-08-30 08:52:15
425,Bafata,12.17,-14.75,77.43,92,80,3.29,GW,2020-08-30 08:52:15
426,Rawson,-43.3,-65.1,44.22,58,0,28.54,AR,2020-08-30 08:52:16
427,Iskateley,67.68,53.15,48.72,93,100,11.32,RU,2020-08-30 08:52:16
428,Maues,-3.38,-57.72,71.24,97,58,1.79,BR,2020-08-30 08:52:16
429,Zawiercie,50.49,19.42,73.99,83,20,2.24,PL,2020-08-30 08:52:16
430,Nowy Targ,49.48,20.03,79.0,61,20,3.36,PL,2020-08-30 08:52:17
431,Toktogul,41.87,72.94,79.88,28,0,2.98,KG,2020-08-30 08:52:17
432,Vestmanna,62.16,-7.17,50.0,87,75,3.36,FO,2020-08-30 08:52:17
433,Stribro,49.75,13.0,60.01,87,90,3.36,CZ,2020-08-30 08:52:17
434,Chalmette,29.94,-89.96,82.4,88,40,6.93,US,2020-08-30 08:52:18
435,Mattru,7.62,-11.83,73.83,95,100,3.89,SL,2020-08-30 08:52:18
436,Buchmany,51.07,28.04,76.84,58,0,9.86,UA,2020-08-30 08:52:18
437,Sidmouth,50.69,-3.24,57.2,62,0,5.82,GB,2020-08-30 08:52:18
438,Sao Gabriel Da Cachoeira,-0.13,-67.09,72.23,95,100,0.38,BR,2020-08-30 08:52:19
439,Pokrovskoye,47.42,38.9,84.85,27,0,7.0,RU,2020-08-30 08:52:19
440,Goundam,16.41,-3.67,82.51,67,100,11.77,ML,2020-08-30 08:52:19
441,Susegana,45.85,12.25,72.0,93,100,7.94,IT,2020-08-30 08:52:19
442,Henties Bay,-22.12,14.28,54.0,76,0,4.54,NA,2020-08-30 08:52:19
443,Lichtenfels,50.15,11.06,63.0,83,100,7.27,DE,2020-08-30 08:52:20
444,Mwandiga,-4.83,29.66,80.6,69,75,7.87,TZ,2020-08-30 08:52:20
445,Soller,39.77,2.72,73.4,56,33,9.17,ES,2020-08-30 08:52:20
446,Kumla,59.13,15.14,63.0,82,84,2.53,SE,2020-08-30 08:52:20
447,Calbuco,-41.77,-73.13,33.8,100,75,3.15,CL,2020-08-30 08:52:21
448,Mlyniv,50.51,25.62,81.0,54,0,8.95,UA,2020-08-30 08:52:21
449,Richards Bay,-28.78,32.04,59.05,88,100,11.86,ZA,2020-08-30 08:52:21
450,Salisbury,51.07,-1.8,57.0,76,21,10.29,GB,2020-08-30 08:50:06
451,Mitsamiouli,-11.38,43.28,87.8,38,20,17.22,KM,2020-08-30 08:52:21
452,Taywarah,33.35,64.42,74.53,18,0,3.94,AF,2020-08-30 08:52:22
453,Pocao De Pedras,-4.67,-44.85,70.77,89,43,2.17,BR,2020-08-30 08:52:22
454,Casma,-41.01,-73.12,33.8,100,49,2.24,CL,2020-08-30 08:52:22
455,Lincoln,40.8,-96.67,57.99,81,1,5.5,US,2020-08-30 08:52:22
456,Sedkyrkeshch,61.75,50.92,64.4,82,75,4.47,RU,2020-08-30 08:52:22
457,Forestville,38.85,-76.88,71.6,73,1,5.82,US,2020-08-30 08:52:23
458,Gafanha Da Encarnacao,40.62,-8.73,69.01,69,0,8.61,PT,2020-08-30 08:52:23
459,Edd,13.93,41.69,97.61,37,0,12.57,ER,2020-08-30 08:52:23
460,Urumqi,43.8,87.6,80.6,24,0,11.18,CN,2020-08-30 08:52:23
461,Sonda,59.34,26.84,64.02,78,49,9.8,EE,2020-08-30 08:52:24
462,Borba,-4.39,-59.59,71.74,97,12,1.63,BR,2020-08-30 08:52:24
463,Petrovsk,52.31,45.39,72.84,43,12,2.75,RU,2020-08-30 08:52:24
464,Viedma,-40.81,-63.0,39.7,67,0,13.82,AR,2020-08-30 08:50:26
465,San Andres,12.58,-81.7,80.6,94,40,6.93,CO,2020-08-30 08:50:13
466,Skowhegan,44.77,-69.72,60.01,97,71,8.72,US,2020-08-30 08:52:24
467,Shakiso,5.75,38.92,74.43,54,53,4.97,ET,2020-08-30 08:52:25
468,Praia Da Vitoria,38.73,-27.07,75.2,94,75,7.76,PT,2020-08-30 08:52:25
469,Killybegs,54.63,-8.45,53.6,81,36,3.36,IE,2020-08-30 08:52:25
470,Shubarkuduk,49.14,56.49,90.81,15,94,2.1,KZ,2020-08-30 08:52:25
471,Urucui,-7.23,-44.56,75.07,60,0,9.04,BR,2020-08-30 08:52:26
472,Sarankhola,22.31,89.79,89.08,71,74,7.23,BD,2020-08-30 08:52:26
473,Itambe,-15.24,-40.62,66.56,91,100,1.81,BR,2020-08-30 08:52:26
474,Kosa,59.94,55.0,65.97,85,91,6.06,RU,2020-08-30 08:52:26
475,Talnakh,69.49,88.4,51.8,100,75,6.71,RU,2020-08-30 08:52:26
476,Paramonga,-10.67,-77.83,60.26,82,93,3.13,PE,2020-08-30 08:52:27
477,Borujerd,33.9,48.75,89.6,11,0,4.7,IR,2020-08-30 08:52:27
478,Mariakani,-3.86,39.47,82.4,65,20,9.17,KE,2020-08-30 08:52:27
479,Wilmington,34.23,-77.94,79.0,83,1,8.05,US,2020-08-30 08:49:25
480,Lafia,8.48,8.52,78.31,86,100,6.4,NG,2020-08-30 08:52:28
481,Yashkul,46.17,45.34,84.11,30,0,6.62,RU,2020-08-30 08:52:28
482,Hammerfest,70.66,23.68,50.0,76,88,8.05,NO,2020-08-30 08:52:28
483,Krasnoselkup,65.7,82.47,55.29,80,99,12.82,RU,2020-08-30 08:52:28
484,Tabuk,17.42,121.44,83.14,80,95,5.95,PH,2020-08-30 08:52:28
485,Siavonga,-16.54,28.71,88.99,25,0,3.71,ZM,2020-08-30 08:52:29
486,Rocha,-34.48,-54.33,38.98,79,0,6.13,UY,2020-08-30 08:52:29
487,Koslan,63.46,48.9,54.59,92,100,4.32,RU,2020-08-30 08:52:29
488,Ordubad,38.91,46.02,86.0,27,0,4.7,AZ,2020-08-30 08:52:29
489,Aurad,18.25,77.43,83.59,70,76,15.75,IN,2020-08-30 08:52:30
490,Kulhudhuffushi,6.62,73.07,83.55,71,96,10.29,MV,2020-08-30 08:52:30
491,Nowa Sol,51.8,15.72,68.0,72,20,6.93,PL,2020-08-30 08:52:30
492,Sisimiut,66.94,-53.67,46.99,81,100,5.68,GL,2020-08-30 08:52:30
493,Altay,47.87,88.12,71.87,31,9,8.01,CN,2020-08-30 08:52:31
494,Camacupa,-12.02,17.48,70.56,39,93,10.85,AO,2020-08-30 08:52:31
495,Deoli,25.75,75.38,88.81,58,86,4.43,IN,2020-08-30 08:52:31
496,Abapo,-18.83,-63.47,66.09,56,12,2.42,BO,2020-08-30 08:52:31
497,Ribeira Brava,32.65,-17.07,73.4,60,40,14.99,PT,2020-08-30 08:52:32
498,Rimavska Sobota,48.38,20.02,78.01,48,0,1.99,SK,2020-08-30 08:52:32
499,Soyo,-6.13,12.37,73.4,83,75,5.82,AO,2020-08-30 08:52:32
500,Bulaevo,54.91,70.44,83.91,44,15,11.97,KZ,2020-08-30 08:52:32
501,Bougouni,11.42,-7.48,75.13,90,100,8.08,ML,2020-08-30 08:52:32
502,Januaria,-15.48,-44.37,63.19,79,78,5.61,BR,2020-08-30 08:52:33
503,Savannah Bight,16.45,-85.85,83.53,79,0,21.09,HN,2020-08-30 08:52:33
504,Imeni Stepana Razina,54.89,44.3,66.79,62,82,9.15,RU,2020-08-30 08:52:33
505,Urengoy,65.97,78.37,54.19,69,99,10.4,RU,2020-08-30 08:52:33
506,Lamu,-2.27,40.9,81.3,67,27,13.76,KE,2020-08-30 08:52:33
507,Jawhar,2.78,45.5,88.16,48,73,18.03,SO,2020-08-30 08:52:34
508,Filiatra,37.15,21.58,86.0,40,0,11.41,GR,2020-08-30 08:52:34
509,Shache,38.42,77.24,86.56,17,99,8.61,CN,2020-08-30 08:52:34
510,Raucesti,47.25,26.42,82.0,54,0,9.17,RO,2020-08-30 08:52:34
511,Crixas,-14.55,-49.97,69.89,38,18,5.75,BR,2020-08-30 08:52:35
512,Inhumas,-16.36,-49.5,68.0,56,45,3.49,BR,2020-08-30 08:52:35
513,Kiruna,67.86,20.23,48.2,66,36,8.05,SE,2020-08-30 08:52:35
514,At-Bashi,41.17,75.81,63.0,85,12,3.38,KG,2020-08-30 08:52:35
515,Comodoro Rivadavia,-45.87,-67.5,50.0,43,43,19.46,AR,2020-08-30 08:52:35
516,Almeirim,-1.52,-52.58,74.28,95,74,3.8,BR,2020-08-30 08:52:36
517,Kilindoni,-7.91,39.67,78.67,68,6,10.16,TZ,2020-08-30 08:52:36
518,Kirkenaer,60.46,12.06,60.01,57,2,1.01,NO,2020-08-30 08:52:36
519,Matay,28.42,30.78,98.17,26,0,12.77,EG,2020-08-30 08:52:36
520,Kasongo,-4.45,26.67,85.21,55,67,4.99,CD,2020-08-30 08:52:37
521,Quartucciu,39.25,9.18,82.4,61,99,3.36,IT,2020-08-30 08:52:37
522,Boundiali,9.52,-6.49,71.46,95,100,7.07,CI,2020-08-30 08:51:17
523,Krasnoborsk,61.56,45.93,57.24,69,100,7.16,RU,2020-08-30 08:52:37
524,Pastavy,55.12,26.83,66.2,73,56,2.39,BY,2020-08-30 08:52:37
525,Abu Kamal,34.45,40.92,107.96,7,0,10.74,SY,2020-08-30 08:52:38
526,Raudeberg,61.99,5.14,51.01,82,27,18.54,NO,2020-08-30 08:52:38
527,Anjozorobe,-18.4,47.87,68.0,56,75,17.22,MG,2020-08-30 08:52:38
528,Melito Di Porto Salvo,37.92,15.77,82.99,74,0,14.99,IT,2020-08-30 08:52:38
529,Durban,-29.86,31.03,55.99,66,90,18.34,ZA,2020-08-30 08:50:53
530,Karasburg,-28.02,18.75,44.47,56,0,9.89,NA,2020-08-30 08:52:39
531,Couva,10.42,-61.47,77.0,88,20,3.87,TT,2020-08-30 08:52:39
532,Bara,10.37,10.73,76.14,82,97,0.63,NG,2020-08-30 08:52:39
533,Makurdi,7.74,8.51,79.41,84,100,4.68,NG,2020-08-30 08:52:39
534,Roald,62.58,6.13,51.8,66,75,3.36,NO,2020-08-30 08:52:39
535,Kidal,18.44,1.41,84.6,58,16,14.63,ML,2020-08-30 08:52:40
536,Sioux Lookout,50.1,-91.92,48.2,93,5,3.36,CA,2020-08-30 08:52:40
537,Tastur,36.55,9.44,86.0,51,54,9.48,TN,2020-08-30 08:52:40
538,Aguadas,5.61,-75.46,53.01,100,40,2.24,CO,2020-08-30 08:52:41
539,Gbarnga,7.0,-9.47,71.37,97,100,3.49,LR,2020-08-30 08:52:41
540,Kolobrzeg,54.18,15.58,64.0,66,100,0.74,PL,2020-08-30 08:52:41
541,Sokoto,13.06,5.24,77.4,81,100,8.99,NG,2020-08-30 08:52:41
542,Tibacuy,4.35,-72.46,73.33,92,99,2.46,CO,2020-08-30 08:52:41
543,Hurghada,27.26,33.81,91.4,46,0,17.22,EG,2020-08-30 08:50:12
544,Kushmurun,52.45,64.63,85.39,29,80,4.09,KZ,2020-08-30 08:52:42
545,Rostovka,55.38,71.89,82.98,46,46,9.37,RU,2020-08-30 08:52:42
546,Iracoubo,5.48,-53.2,76.89,89,27,11.79,GF,2020-08-30 08:52:42
547,Kamenka,51.32,42.77,73.87,45,0,4.45,RU,2020-08-30 08:52:42
548,Ustyuzhna,58.84,36.43,61.3,92,100,8.86,RU,2020-08-30 08:52:43
549,Badarwas,24.97,77.57,83.43,80,11,17.4,IN,2020-08-30 08:52:43
550,Talcahuano,-36.72,-73.12,37.4,86,0,5.82,CL,2020-08-30 08:52:43
551,Pertuis,43.69,5.5,68.0,60,0,14.99,FR,2020-08-30 08:47:17
